winery,wine_name,year,price,score,country,wine_type,pairing,picture,price_quality,Estilo de vino,Contenido de alcohol,country_España,country_Francia,country_Italia,country_Other,flavour_cítrico,flavour_especias,flavour_floral,flavour_fruta negra,flavour_fruta seca,flavour_frutos de árbol,flavour_frutos rojos,flavour_microbio,flavour_roble,flavour_terroso,flavour_tropical,flavour_vegetal
Masi,Costasera Amarone della Valpolicella Classico,2019,43.3,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/eMpuXlm3QnSb8KnIZgndXQ_pb_x600.png,4,Amarone (Italia),15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Argiolas,Cerdeña Vermentino di Sardegna,2021,59.94,4.3,Italia,1,"Marisco, Vegetariana, Aperitivos y tentempiés",//images.vivino.com/thumbs/HQRdaUkJTNOZKlmO8jSsWA_pb_x600.png,5,Sur Italia Blanco,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Terre di Balbia,Serramonte Rosso,2001,43.7,4.3,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/4BYcS1shSdCab2A-1TOUKQ_150x200.jpg,5,Sur Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Franzoni,Foja d'Or Riserva,2018,33.88,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/v3kWqLLhSVuCCbOUvWazQw_pb_x600.png,5,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Rhebokskloof,Black Marble Hill Chardonnay,2021,47.41,4.3,Sudáfrica,1,"Cerdo, Vegetariana, Aves, Pescado azul",//images.vivino.com/thumbs/pmNj7lvxQrSdudFZW57YDw_pb_x600.png,4,Chardonnay (Sudáfrica),13.91,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Villa Russiz,Gräfin de la Tour,2009,46.0,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/AqNYv7eYTlm-A2BFXvkMmQ_pb_x600.png,5,Norte Italia Blanco,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Borgo San Daniele,Arbis Blanc,2019,39.1,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/QCfukbeTSfKYE0lV6_669Q_pb_x600.png,5,Norte Italia Blanco,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Le Due Terre,Merlot,2008,50.6,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/KTVZSBdGSgy75qD8M0CsVA_pb_x600.png,4,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Mooiplaas Wine Estate,Watershed Pinot Noir,2019,55.28,4.3,Sudáfrica,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/ZKAD3-2JSXCGlDFcRNUvVg_pb_x600.png,4,Pinot Noir (Sudáfrica),13.91,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Villa Russiz,Défi de la Tour,2009,54.05,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/qFqOAkHLQnizSCbLBd4SuA_pb_x600.png,4,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Rutini,Malbec,2021,32.75,4.3,Argentina,2,"Ternera, Cordero, Cerdo",//images.vivino.com/thumbs/L4CrWmKxTaaALVwLGOQbqg_pb_x600.png,5,Argentinian Mendoza Malbec Red,13.91,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
D. Mateos,La Mateo Parcelas Singulares,2017,32.0,4.3,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/a85bGfBZTLK1S-U5myQWSg_pb_x600.png,5,Rioja Tinto (España),13.91,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Canals Canals,Sentiments Priorat,2021,12.95,4.3,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/X315B__ETuWeeIapEjva6A_pb_x600.png,6,Priorat Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tamaral,Finca Velia Ribera del Duero,2020,29.95,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/CbyDdxM6QwmKc5v7t3CXTA_pb_x600.png,4,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bodegas Valduero,Ribera Del Duero Reserva,2017,37.9,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/92mJODQiTdy8czhPf-FSkQ_pb_x600.png,4,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
De Muller,Lo Cabaló Reserva,2017,23.95,4.3,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/cSraYkZOQdqqPmm0O--VDw_pb_x600.png,5,Priorat Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Valduero,Ribera del Duero Una Cepa I,2019,32.9,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/OnmHL5WHSMm0VjdF1qrgTQ_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rafael Palacios,As Sortes Val do Bibei Godello,2023,55.0,4.3,España,1,"Marisco, Aves, Pescado azul, Pescado blanco",//images.vivino.com/thumbs/dFzVMga8T42pNRHImseKdA_pb_x600.png,4,Spanish Galicia Godello White,14.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Dominio do Bibei,Ribeira Sacra Tinto,2019,55.5,4.3,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/YHNCfgjFQ9WWlE_zYbpAXQ_pb_x600.png,4,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Montviel,Pomerol,2014,45.0,4.3,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/bBHxAf9sTB2txZHtpCuJXg_pb_x600.png,5,Burdeos Pomerol (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Altos del Terral,Cuveé Julia Ribera del Duero,2018,48.62,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/-JzGiViqSTOl1cXlzIrjkw_pb_x600.png,4,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cuentaviñas,Ribera del Duero Tinto Fino,2020,51.3,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/TaqhZF3DQIqTuaYvSfKwrw_pb_x600.png,4,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Remelluri,Granja Gran Reserva Rioja,2013,54.4,4.3,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/ng3l9Ie7Q7-t2IvA0cEVzQ_pb_x600.png,4,Rioja Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Casa Gran del Siurana,Gran Cruor,2014,49.0,4.3,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/zdrwRjNBS7eH20wJvChXJw_pb_x600.png,4,Priorat Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pago de Carraovejas,Tinto,2022,36.6,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/un-8URo6QlGBTU5-lfAJzw_pb_x600.png,4,Ribera del Duero Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Roda,Roda I Reserva Rioja,2018,52.3,4.3,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/eSpEF0UnQtCbEx1397DMlQ_pb_x600.png,4,Rioja Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Quinta Sardonia,QS,2018,38.4,4.3,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/HkgwFHzGRJiKtITDX-mkbg_pb_x600.png,4,Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dr. Loosen,Riesling Auslese Wehlener Sonnenuhr,2018,23.4,4.3,Alemania,1,"Cerdo, Marisco, Aves, Comida picante, Carne adobada",//images.vivino.com/thumbs/ASHsdiAiQK-vqvEZ4ctGuQ_pb_x600.png,1,Riesling (Alemania),13.91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Dr. Loosen,Riesling Auslese Wehlener Sonnenuhr,2007,44.8,4.3,Alemania,1,"Cerdo, Marisco, Aves, Comida picante, Carne adobada",//images.vivino.com/thumbs/ASHsdiAiQK-vqvEZ4ctGuQ_pb_x600.png,5,Riesling (Alemania),13.91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Castillo Perelada,Empordà Aires de Garbet,2020,48.5,4.3,España,2,"Ternera, Cordero, Aves, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/Amb8ma5UQFWjExxfqoPEcg_pb_x600.png,4,Garnacha (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Raúl Pérez,Ultreia la Cova de la Raposa Mencía,2021,54.9,4.3,España,2,"Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/1TepIEZnRLKZ4da36xszsw_pb_x600.png,4,Mencia (España),13.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cuatro Pasos,Martin Sarmiento Mencia,2017,46.0,4.3,España,2,"Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/bWbFgNeLSe27MqU80pjRVQ_pb_x600.png,5,Mencia (España),13.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Castell d'Encus,Quest,2017,44.39,4.3,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/oFKSwjK_R8qVdY-9-QfCdg_pb_x600.png,4,Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Alonso & Pedrajo,Suañé Blanco Reserva,2017,27.5,4.3,España,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/_Db-4HNVTSG-kIDOU_gn8w_pb_x600.png,4,Rioja Blanco (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pazo Señorans,Tras Los Muros Albariño,2020,45.5,4.3,España,1,"Marisco, Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco",//images.vivino.com/thumbs/Dz9a_E3FS0y_jG5QESLhIQ_pb_x600.png,5,Albariño (España),13.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vinyes Domenech,Teixar,2018,56.9,4.3,España,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/9bom4mz-RS6kKSiEBQgWDw_pb_x600.png,4,Montsant Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Eccocivi,Ca l’Elsa,2018,34.0,4.3,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/ufK8HJVaQL6N5TMF6Y7T5w_pb_x600.png,4,Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Frontonio,Parcela La Cerqueta Garnacha,2020,49.75,4.3,España,2,"Ternera, Cordero, Aves, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/Y1i9-abHT9eemI_rrD7M9w_pb_x600.png,4,Garnacha (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Herència Altés,La Serra Negre,2018,38.5,4.3,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/wV1ClPtMQi2e3g8pMfKzEw_pb_x600.png,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Guimaro,Finca Capelinos,2020,52.5,4.3,España,2,"Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/gaIMQOWFRESPS7wZIcyVdA_pb_x600.png,4,Mencia (España),14.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Dehesa de Los Canónigos,Solideo,2020,39.95,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/ZXS0erZmSzuX-dhmaKV8wQ_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
A Coroa,200 Cestos Godello,2022,27.9,4.3,España,1,"Marisco, Aves, Pescado azul, Pescado blanco",//images.vivino.com/thumbs/8TTg6AlaSUqWfT91hjyQlg_pb_x600.png,5,Spanish Galicia Godello White,13.91,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Alonso & Pedrajo,Suañé Tinto Reserva,2017,28.75,4.3,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/Ae-r9m-TSAKONwt5It1Qyw_pb_x600.png,5,Rioja Tinto (España),12.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Stephane Montez - Domaine du Monteillet,Condrieu,2019,37.76,4.3,Francia,1,"Cerdo, Aves, Pescado azul, Queso curado, Carne adobada",//images.vivino.com/thumbs/LlWlLigRQxCG363dLKJDUg_pb_x600.png,5,Ródano Norte Condrieu (Francia),13.91,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Domaines Philippe Porcheron,Château Marojallia Margaux,2016,55.6,4.3,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/K7JzKbuKQ2G5gYrfbu38Uw_pb_x600.png,5,Burdeos Margaux (Francia),13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Iona,Fynbos Limited Release Monopole Chardonnay,2018,38.6,4.3,Sudáfrica,1,"Cerdo, Vegetariana, Aves, Pescado azul",//images.vivino.com/thumbs/Eo-wAdQNTWWddK_xbEpYvQ_pb_x600.png,4,Chardonnay (Sudáfrica),13.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Spioenkop,Sarah Raal,2020,32.9,4.3,Sudáfrica,1,"Marisco, Comida picante, Pescado blanco, Queso tierno y cremoso",//images.vivino.com/thumbs/GE-E-ee0R2yarhibyAhFRg_pb_x600.png,5,Chenin Blanc (Sudáfrica),13.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Château Bouscaut,Pessac-Léognan (Grand Cru Classé de Graves),2019,33.5,4.3,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/RxbKLngoQFCiJrsK7CLCWA_pb_x600.png,5,Burdeos Pessac-Léognan (Francia),14.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Badenhorst,Raaigras Grenache,2020,52.6,4.3,Sudáfrica,2,"Ternera, Cordero, Vegetariana, Aves, Comida picante",//images.vivino.com/thumbs/oBPJzr1MSVuPbtrwinpH4A_pb_x600.png,4,South African Grenache Red,13.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Château Fleur Cardinale,Saint-Émilion Grand Cru (Grand Cru Classé),2019,44.2,4.3,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/sVsB2TAGTUWOVka4WNaByQ_pb_x600.png,5,Burdeos Saint-Emilion (Francia),14.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Francois Villard,Condrieu Le Grand Vallon,2020,45.3,4.3,Francia,1,"Cerdo, Aves, Pescado azul, Queso curado, Carne adobada",//images.vivino.com/thumbs/qpzPqqySSQ-SI1xHAVwxyw_pb_x600.png,4,Ródano Norte Condrieu (Francia),13.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Auvigue,Cuvée Hors Classe Pouilly-Fuissé,2022,35.0,4.3,Francia,1,"Vegetariana, Pasta, Carne adobada",//images.vivino.com/thumbs/QOc-ZKAbQJq6DllIi23yiA_pb_x600.png,5,Borgoña Macônnais Blanco,13.91,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Mauro,Mauro,2020,48.0,4.3,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/UIMurhqQQny4hd8hqbwFIw_pb_x600.png,5,Tempranillo (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas San Román,San Román,2019,37.0,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/EqAI-UxvRJ6NqUNa-EoorA_pb_x600.png,4,Toro Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
E. Guigal,Hermitage,2018,58.7,4.3,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/dGoZDV7TSB2YpcWidGru9Q_pb_x600.png,4,Ródano Norte Hermitage (Francia),14.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Francois Villard,Condrieu Les Terrasses du Palat,2020,43.2,4.3,Francia,1,"Cerdo, Aves, Pescado azul, Queso curado, Carne adobada",//images.vivino.com/thumbs/GEUhVJSlT3iKvRFBu0rygQ_pb_x600.png,4,Ródano Norte Condrieu (Francia),13.91,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Domaine de l'Aurage,Castillon - Côtes de Bordeaux,2021,42.8,4.3,Francia,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/2mMUA-FQTteFPPV9Ygpa8A_pb_x600.png,5,Burdeos Tinto (Francia),13.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Ogier,Clos de l'Oratoire des Papes Châteauneuf-du-Pape,2021,49.15,4.3,Francia,2,"Cordero, Cerdo, Aves",//images.vivino.com/thumbs/LpnNYH0wRFuXcGQ6UCwyAw_pb_x600.png,4,Ródano Sur Châteauneuf-du-Pape Tinto (Francia),14.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Fleur Cardinale,Saint-Émilion Grand Cru (Grand Cru Classé),2018,50.4,4.3,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/sVsB2TAGTUWOVka4WNaByQ_pb_x600.png,5,Burdeos Saint-Emilion (Francia),14.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Hornillos Ballesteros,Perfil de Mibal,2020,29.0,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/gAONzOH0QICV2O2Cx4FNWw_pb_x600.png,4,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rutini,Dominio Malbec - Cabernet Franc,2019,24.5,4.3,Argentina,2,"Ternera, Cordero, Aves, Pasta",//images.vivino.com/thumbs/I9mQTBMjToiGZr-Ssfwznw_pb_x600.png,5,Argentina Bordeaux Blend,13.91,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Salentein,Finca San Pablo Single Vineyard Chardonnay,2018,48.3,4.3,Argentina,1,"Cerdo, Vegetariana, Aves, Pescado azul",//images.vivino.com/thumbs/YExEez_uQPSNvjKWLXaqHg_pb_x600.png,4,Chardonnay (Argentina),13.91,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Luzon,Alma de Luzón,2020,36.14,4.3,España,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/Jw1dXaZ3RCmK4ZLgRWvQLg_pb_x600.png,4,España Rhône Blend Tinto,15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Ossian,Viñas Viejas Verdejo,2016,49.0,4.3,España,1,"Cerdo, Marisco, Vegetariana, Carne adobada",//images.vivino.com/thumbs/QR0Qn_-GTfe5QCwltBNT-g_pb_x600.png,4,Verdejo (España),12.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Forcada,Alma de Forcada Cepas Viejas Garnacha,2017,37.0,4.3,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/6d_nCJ6JQSCiRfkkQa7RwA_pb_x600.png,4,Rioja Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Domaine La Barroche,Châteauneuf-du-Pape,2020,47.9,4.3,Francia,2,"Cordero, Cerdo, Aves",//images.vivino.com/thumbs/HvdtIR6TQPyLGX9NEBc4GA_pb_x600.png,4,Ródano Sur Châteauneuf-du-Pape Tinto (Francia),13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sei Solo,Preludio,2020,35.0,4.3,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/utYss9bpRhy87fg99XE0-w_pb_x600.png,4,Ribera del Duero Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
