winery,wine_name,year,price,score,country,wine_type,pairing,picture,price_quality,Estilo de vino,Contenido de alcohol,country_España,country_Francia,country_Italia,country_Other,flavour_cítrico,flavour_especias,flavour_floral,flavour_fruta negra,flavour_fruta seca,flavour_frutos de árbol,flavour_frutos rojos,flavour_microbio,flavour_roble,flavour_terroso,flavour_tropical,flavour_vegetal
Specogna,Duality,2021,53.76,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/2eDALjmoTtuOP8UjSwinQQ_pb_x600.png,5,Norte Italia Blanco,13.91,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Castello di Meleto,Casi Gran Selezione Chianti Classico,2018,41.87,4.3,Italia,2,"Ternera, Ternera lechal, Pasta, Carne adobada",//images.vivino.com/thumbs/0YTrn46lT3eVmDj0aBKUOQ_pb_x600.png,6,Italian Chianti Classico Red,14.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Morgante,Don Antonio Nero d'Avola (Riserva),2020,35.46,4.3,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/nwra5B1GRhyGx59R8t8WvQ_pb_x600.png,5,Sur Italia Tinto,15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cantrina,Nepomuceno Rosso,2020,37.73,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/lFP03icKQTivpzlNNnzX_w_pb_x600.png,5,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Ingrid Groiss,Pankraz Grüner Veltliner Reserve,2021,49.85,4.3,Austria,1,"Cerdo, Vegetariana, Pescado blanco, Queso tierno y cremoso, Queso de leche de cabra",//images.vivino.com/thumbs/3V0HjTgzRxiiG2L8fTjjdQ_pb_x600.png,4,Grüner Veltliner (Austria),13.91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Cà dei Maghi,Blend N°3,2018,36.75,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/98wG2S58T2eMAflG1ooXIw_pb_x600.png,5,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Elena Walch,Lagrein Riserva Vigna Castel Ringberg,2021,48.78,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/3Em80yApQo-dmLgZtd-bQw_pb_x600.png,5,Norte Italia Tinto,13.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Idiom,C Cape Blend,2018,47.85,4.3,Sudáfrica,2,"Ternera, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/SzrzzmpuQKK-1Mn9RWyvmg_pb_x600.png,4,Pinotage Blend (Sudáfrica),13.91,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Diemersdal,Winter Ferment Sauvignon Blanc,2023,24.88,4.3,Sudáfrica,1,"Marisco, Vegetariana, Queso de leche de cabra",//images.vivino.com/thumbs/5tcCaK4dSiehl2EMlZJa5w_pb_x600.png,5,Sauvignon Blanc (Sudáfrica),13.91,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Azienda Santa Barbara - Stefano Antonucci,Παθοσ (Pathos),2021,40.67,4.3,Italia,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/PeteB9VqTy-JWPt_PTRsCw_pb_x600.png,5,Centro Italia Tinto,13.91,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Aldo Rainoldi,Sfursat di Valtellina,2020,49.32,4.3,Italia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/eW403iF9TuCWeGHgx4edOA_pb_x600.png,5,Nebbiolo (Italia),14.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Bernard Defaix,Chablis 1er Cru 'Montee de Tonnerre',2022,56.71,4.3,Francia,1,"Cerdo, Marisco, Pescado azul, Queso tierno y cremoso",//images.vivino.com/thumbs/CBwg0-MSQySBmrjvN7Qhdw_pb_x600.png,5,Borgoña Chablis (Francia),13.91,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Terralsole,Solista Syrah,2006,51.48,4.3,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/nkX-P2F6RjmKNV8cRRNWUQ_pb_x600.png,5,Toscana Tinto (Italia),14.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Cesari,Il Bosco Amarone Della Valpolicella Classico,2018,52.9,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/F2y9q2bNQBGYBotXireuzg_pb_x600.png,4,Amarone (Italia),13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Tommasi,Amarone della Valpolicella Classico,2019,47.0,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/oLMpuOxHRcOprS4rQc6gaQ_pb_x600.png,4,Amarone (Italia),15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rocche dei Manzoni,Quatr Nas,2020,48.95,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/obAeIhmuQ2eHhx3ECYztWg_pb_x600.png,5,Norte Italia Tinto,14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Vie di Romans,Chardonnay,2022,39.9,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/rhIVQlURT1qNFkChltyqRQ_pb_x600.png,5,Norte Italia Blanco,15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Passo delle Tortore,Pietra Rubra Irpinia Campi Taurasini,2021,34.86,4.3,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/wwhoMxAFRtmA0yurLs3Fvg_150x200.jpg,5,Sur Italia Tinto,14.4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Montindon,Amarone della Valpolicella Classico,2018,49.86,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/SSVtUB38QASOHALu9VfzSg_pb_x600.png,4,Amarone (Italia),13.91,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Tenute Baldo,Preda del Falco,2022,34.4,4.3,Italia,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/elqLkzW4SQqpAfUKgt95uQ_pb_x600.png,5,Centro Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Gorelli,Rosso di Montalcino,2022,56.16,4.3,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/tM5RX4O9RVqfIMa5KBmrjQ_pb_x600.png,4,Toscana Tinto (Italia),13.91,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Nero Magis,Riserva Rosso,2016,53.0,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/aCu0_uGVSFST4J547uKXjw_pb_x600.png,4,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Campagnola,Amarone della Valpolicella Classico,2019,37.0,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/RsuGPVKtQx2DrovsAJOhBw_pb_x600.png,4,Amarone (Italia),15.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Gualdo del Re,Cabraia Rosso Toscana,2019,51.48,4.3,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/M0AfjJo_QE-YWBSYpK3zqg_pb_x600.png,5,Toscana Tinto (Italia),13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Elena Walch,Chardonnay Riserva Vigna Castel Ringberg,2021,51.86,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/y2yxoCwyQHWTJyMSDUsWKQ_pb_x600.png,5,Norte Italia Blanco,14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Andrea Formilli Fendi,Pinot Nero,2019,55.95,4.3,Italia,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/rE_V7rIaQFm3_wIBX2DPjw_pb_x600.png,4,Centro Italia Tinto,13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Quinta do Noval,Touriga Nacional Douro,2017,52.44,4.3,Portugal,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/1xjPiw7jToiv99ngOiLzIA_pb_x600.png,3,Douro Tinto (Portugal),14.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
La Plantze,Nagòtt Vin Rouge,2022,47.08,4.3,Italia,2,"Ternera, Cordero, Ternera lechal, Pasta, Ciervo, Carne de venado, Carne adobada",//images.vivino.com/thumbs/zM4jCF3ISAeLA7UhQIl02w_150x200.jpg,5,Italian Red,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Villa Russiz,Défi de la Tour,2012,54.05,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/qFqOAkHLQnizSCbLBd4SuA_pb_x600.png,4,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Roberto Sarotto,Elena La Luna Barbera d'Alba,2022,34.92,4.3,Italia,2,"Ternera lechal, Cerdo, Aves, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/62mZyPrsTqCurZW9R9b8Sg_pb_x600.png,5,Barbera (Italia),13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Russiz Superiore,Col Disôre Bianco Collio,2017,59.8,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/0GmiyZ_qSimrLLEh79xvDg_pb_x600.png,5,Norte Italia Blanco,13.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Monte del Frá,Amarone della Valpolicella Classico Lena di Mezzo,2019,42.84,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/9x6VpifDTxq-CofShGw_uQ_pb_x600.png,4,Amarone (Italia),13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Dorigati,Luigi,2018,57.17,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/xa9l7R9rThGEkS4WoX3rHQ_pb_x600.png,4,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Andrea Formilli Fendi,Sauvignon,2020,40.87,4.3,Italia,1,"Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/tI5Lv-drR2CAA-NBmPcfxw_pb_x600.png,4,Centro Italia Blanco,13.91,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Vaona,Paerno Amarone della Valpolicella Classico,2018,48.75,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/SrFXHY7jT3usDJVqKMUNCg_pb_x600.png,4,Amarone (Italia),13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Paololeo,Giunonico Riserva Primitivo di Manduria,2017,38.29,4.3,Italia,2,"Ternera, Cordero, Aves, Pasta",//images.vivino.com/thumbs/u9U-LFIaSG--zrxpzzrBLQ_pb_x600.png,5,Primitivo (Italia),14.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Pacherhof,Alte Reben Sylvaner Riserva,2021,39.1,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/OSFOfJhgR8ekfLMZByLfEQ_pb_x600.png,5,Norte Italia Blanco,13.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Colombo,Maxima Pinot Nero,2017,39.43,4.3,Italia,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/KZy94XoVRI-EXdgTWlT_6Q_pb_x600.png,5,Norte Italia Pinot Noir,13.91,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Valter Mattoni,Arshura,2020,42.43,4.3,Italia,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/X1tclCPaTdSkAxVm6ZY9uA_pb_x600.png,5,Centro Italia Tinto,15.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Santadi,Villa Di Chiesa Valli di Porto Pino,2022,35.22,4.3,Italia,1,"Marisco, Vegetariana, Aperitivos y tentempiés",//images.vivino.com/thumbs/3ZkabsgNSu-YQbGy7Y2cuQ_pb_x600.png,5,Sur Italia Blanco,14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Bressia,Profundo,2019,52.44,4.3,Argentina,2,"Ternera, Cordero, Cerdo, Aves, Champiñones, Queso azul",//images.vivino.com/thumbs/A7k70IUNRV2LL92DMVkTLA_pb_x600.png,4,Argentinian Malbec Red Blend,14.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Marco de Bartoli,Integer Zibibbo,2022,40.67,4.3,Italia,1,"Marisco, Vegetariana, Aperitivos y tentempiés",//images.vivino.com/thumbs/wXwtZjHbTga0HlZF_i8Cwg_pb_x600.png,5,Sur Italia Blanco,11.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Simone Capecci,Qvinta Regio,2019,43.48,4.3,Italia,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/TX9AOa3nS7GpydhA_jhChQ_pb_x600.png,5,Centro Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Andrian,Tor di Lupo Lagrein Riserva,2021,48.56,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/AkSAvPILTuuSvAQKoJ7bvw_pb_x600.png,5,Norte Italia Tinto,15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cascina Belmonte,Fuochi,2021,36.0,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/9W9zXnBmRd2fmL0GwAozBA_pb_x600.png,5,Norte Italia Tinto,15.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Montonale,Orestilla,2021,37.36,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/WEz28gh4QjK8VckcwEWBeQ_pb_x600.png,5,Norte Italia Blanco,13.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Tedeschi,Marne 180 Amarone della Valpolicella,2020,47.36,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/rPlGOjJfSj-sCuOC0mGSRw_pb_x600.png,4,Amarone (Italia),16.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Clai,Ottocento Crni,2018,51.49,4.3,Croacia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso curado, Carne adobada",//images.vivino.com/thumbs/0rQpaTWuQzuN02jb_ADCNg_pb_x600.png,1,Croatian Red,14.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Marion,Cabernet Sauvignon,2020,36.76,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/KybnHu9aT22971dwKHmMRQ_pb_x600.png,5,Norte Italia Tinto,14.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Casa Grande della Quercia,Quercus Chianti Classico,2021,19.96,4.3,Italia,2,"Ternera, Ternera lechal, Pasta, Carne adobada",//images.vivino.com/thumbs/w49CwXz6RR6CX2LEFd79CA_pb_x600.png,5,Italian Chianti Classico Red,13.91,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Le Masciare,Pian del Bosco Taurasi,2013,36.36,4.3,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/wlaTqgLxT4SJQSNh4O2z4g_pb_x600.png,5,Sur Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Ingrid Groiss,Pankraz Grüner Veltliner Reserve,2022,49.85,4.3,Austria,1,"Cerdo, Vegetariana, Pescado blanco, Queso tierno y cremoso, Queso de leche de cabra",//images.vivino.com/thumbs/3V0HjTgzRxiiG2L8fTjjdQ_pb_x600.png,4,Grüner Veltliner (Austria),13.91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Pacherhof,Private Cuvée,2021,47.0,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/BG9Ng-DYSPK2QxYxMwGolQ_pb_x600.png,5,Norte Italia Blanco,13.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Meneghetti,White,2019,54.74,4.3,Croacia,1,"Marisco, Aves, Pasta, Pescado azul, Pescado blanco",//images.vivino.com/thumbs/hGMMnlhXTje9GvG-BMgncA_pb_x600.png,1,Croatian White,14.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Livon,Braide Alte,2018,57.5,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/4KJu3PXjRh-a8LAXuN8OsQ_pb_x600.png,5,Norte Italia Blanco,14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Villa Russiz,Gräfin de la Tour,2010,46.0,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/AqNYv7eYTlm-A2BFXvkMmQ_pb_x600.png,5,Norte Italia Blanco,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Col d'Orcia,Cabernet Sant'Antimo Olmaia,1992,57.5,4.3,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/WRfsgXC1QlOFKpXk_Ybagg_pb_x600.png,4,Toscana Tinto (Italia),13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Argillae,Primo d'Anfora Bianco Umbria,2020,44.92,4.3,Italia,1,"Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/vNO3Isr6RVGq4lNvo3BdMA_pb_x600.png,3,Centro Italia Blanco,13.91,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Icario,Trebbiano Bianco,2022,36.8,4.3,Italia,1,"Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/NXDpNkSmREilo-IT1OpWxQ_pb_x600.png,5,Centro Italia Blanco,13.91,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Massimago,Conte Gastone Amarone della Valpolicella,2020,45.82,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/Lck2ZmphS1igBJ1c3We1xw_pb_x600.png,4,Amarone (Italia),16.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rocche dei Vignali,Camunnorum,2019,39.36,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/dJy76g0BQJ6oh6WfxlC8-w_150x200.jpg,5,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Tosca,Bemu' Valcalepio Rosso Riserva,2020,38.0,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/vfcvc8DZTCSGV5z3B1Gvjg_pb_x600.png,5,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Sassotondo,Numero Sei,2022,50.11,4.3,Italia,1,"Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/KSzutyf4Q0GCmfp89C4onQ_pb_x600.png,5,Centro Italia Blanco,13.91,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Santa Sofia,Amarone Della Valpolicella Classico,2019,57.36,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/V71hwFRpTRqoG99RS8QLjw_pb_x600.png,4,Amarone (Italia),14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rinaldini,Moro del Moro,2018,32.4,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/PhuuoWxHQYWgNRUF9gohYQ_pb_x600.png,5,Norte Italia Tinto,14.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Di Majo Norante,Sassius Aglianico Riserva,2015,55.71,4.3,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/vXh2nKNYQCyxZjF7IY4xFQ_pb_x600.png,5,Sur Italia Tinto,15.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Masca del Tacco,Li Filitti Riserva Primitivo di Manduria,2021,18.65,4.3,Italia,2,"Ternera, Cordero, Aves, Pasta",//images.vivino.com/thumbs/t1uOVnyzS0K0yFPbBnBfTg_pb_x600.png,5,Primitivo (Italia),14.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Domini Veneti,La Casetta Valpolicella Ripasso Classico Superiore,2019,18.56,4.3,Italia,2,"Ternera, Ternera lechal, Ciervo, Carne de venado",//images.vivino.com/thumbs/wDF0Y0n6SAm4UB08viohkw_pb_x600.png,5,Ripasso (Italia),14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Varvaglione,1921 Primitivo di Manduria Riserva,2014,42.86,4.3,Italia,2,"Ternera, Cordero, Aves, Pasta",//images.vivino.com/thumbs/I6grZbNrQqOh4FqXuNuupA_pb_x600.png,5,Primitivo (Italia),14.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Zenato,Cresasso Corvina Veronese,2018,39.26,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/VueZ1rmPTfSTwT7B8IIRIQ_pb_x600.png,5,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Moschioni,Rosso Celtico,2013,51.94,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/rgWYTJe9TTyLOKUNB05yqg_pb_x600.png,4,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cà dei Frati,Brolettino Lugana,2023,19.6,4.3,Italia,1,"Marisco, Pasta, Queso curado, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/sCauzCnsSpasAi3w77Pa3A_pb_x600.png,5,Norte Italia Blanco,13.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Azienda Agricola Urlari,L'Urlo,2019,31.76,4.3,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/aHE5TD7pQ9ibXVaJbi5qvw_pb_x600.png,5,Toscana Tinto (Italia),13.91,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Aldo Clerico,Barolo 'Ginestra',2019,47.36,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/WSq_zsyORYGg6BqmZjDR8g_pb_x600.png,5,Barolo (Italia),13.91,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Tenuta Sant'Antonio,Campo dei Gigli Amarone della Valpolicella,2018,53.98,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/a4MNdGdxTEiM0bjv-8XaKA_pb_x600.png,4,Amarone (Italia),16.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Roeno,Rìvoli Pinot Grigio,2021,32.87,4.3,Italia,1,"Marisco, Vegetariana, Champiñones, Aperitivo",//images.vivino.com/thumbs/tuskHbwpRHioqvCtI1R1Vg_pb_x600.png,5,Norte Italia Pinot Grigio,14.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Château Mille Roses,Haut-Médoc,2020,32.87,4.3,Francia,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/rAeWWFiuTiu4FvBJYXVkjw_pb_x600.png,6,Bordeaux Haut-Médoc Red,13.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cantine Leonardo da Vinci,Uve portate a Cesena,2022,17.9,4.3,Italia,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/4Xv_WrIcRQKhpYublpD2CA_pb_x600.png,6,Norte Italia Tinto,13.91,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Antinori,Castello della Sala Pinot Nero,2021,59.9,4.3,Italia,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/v8p_0clSRMiMOr_KBCW5fQ_pb_x600.png,4,Centro Italia Tinto,14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Villabella,Amarone della Valpolicella Classico,2019,47.0,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/28Xo4cFPRPWoNSRE6g5cQg_pb_x600.png,4,Amarone (Italia),15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Brunelli,Amarone della Valpolicella Classico,2020,55.56,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/Wl7-ErhiTJuRu7SHs7SKWg_pb_x600.png,3,Amarone (Italia),15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Banfi,Brunello di Montalcino,2018,47.0,4.3,Italia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/bBCi1Im9TzWSPt0K5OElWQ_pb_x600.png,4,Brunello (Italia),15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Torre d'Orti,Amarone della Valpolicella,2021,36.46,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/IXgovv_nT8y_Q9RKe7RGNg_pb_x600.png,4,Amarone (Italia),16.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Argiolas,Angialis Isola dei Nuraghi,2018,48.64,4.3,Italia,1,"Marisco, Vegetariana, Aperitivos y tentempiés",//images.vivino.com/thumbs/45MaDgrgSU6siPcqBEnAZQ_pb_x600.png,5,Sur Italia Blanco,13.91,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Speri,Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico,2019,53.8,4.3,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/pTFjoexnRASUTicuuuPixg_pb_x600.png,4,Amarone (Italia),15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
